model_name,brand,processor_name,ram_gb,ssd_gb,hard_disk_gb,operating_system,graphics,cores,threads,spec_score,width,height,performance_score,price_category,price
MSI Crosshair 15 B12UEZ-897IN Gaming Laptop,15,18,16,512,0,4,69,14,20,76,1920,1080,139.20000000000002,Premium,104990
Lenovo V15 Gen 2 Laptop,14,10,8,512,0,4,123,2,4,54,1920,1080,127.20000000000002,Mid-Range,40871
Lenovo V15 82KDA01DIH Laptop,14,35,8,256,0,4,96,4,8,62,1920,1080,79.2,Mid-Range,39999
Acer Spin 3 SP314-55N Laptop,1,16,16,512,0,4,137,10,12,59,1920,1080,132.4,High-End,84990
Lenovo Legion 5 82JU00SYIN Laptop,14,52,16,1000,0,4,69,8,16,79,2560,1600,238.0,Premium,129994
Lenovo ThinkPad T14 20W0S1C800 Laptop,14,12,16,512,0,4,134,4,8,67,1920,1080,135.60000000000002,Premium,142000
MSI Raider GE77HX 12UHS-205IN Gaming Laptop,15,20,32,2000,0,4,10,16,24,86,3840,2160,447.2,Premium,299990
MSI Vector GP76 12UGSO-868IN Gaming Laptop,15,18,16,1000,0,4,87,14,20,82,1920,1080,239.2,Premium,170990
MSI Creator M16 A12UD-633IN Laptop,15,18,16,512,0,4,49,14,20,79,2560,1660,140.4,High-End,99990
MSI Alpha 15 B5EEK-235IN Laptop,15,110,8,512,0,4,78,8,16,75,1920,1080,135.60000000000002,High-End,79990
MSI Creator Pro M16 A12UIS-634IN Gaming Laptop,15,18,16,1000,0,4,52,14,20,80,2560,1660,238.4,Premium,109990
MSI Thin GF63 11SC-1046IN Gaming Laptop,15,11,8,512,0,4,41,6,12,69,1920,1080,133.20000000000002,Mid-Range,54490
Asus ROG Strix Scar 17 SE G733CX-LL012WS Gaming Laptop,3,20,32,4000,0,4,11,16,24,86,2560,1440,847.1999999999999,Premium,479990
Asus VivoBook 14 X415JA-EK324WS Laptop,3,7,8,512,0,4,140,2,4,50,1920,1080,125.6,Mid-Range,32749
Chuwi HeroBook Pro Laptop,5,75,8,256,0,4,112,2,2,48,1366,768,73.60000000000001,Budget,23990
MSI Gaming Katana GF66 12UE-262IN Laptop,15,18,16,1000,0,4,74,14,20,75,1920,1080,236.4,Premium,144834
Asus ROG Strix Scar 15 G533ZXZ-LN116WS Gaming Laptop,3,20,32,1000,0,4,10,14,20,87,2560,1440,247.6,Premium,281990
MSI Katana GF76 11UE-485IN Laptop,15,12,16,512,0,4,75,8,16,72,1920,1080,137.60000000000002,High-End,92900
MSI Delta 15 A5EFK-201IN Gaming Laptop,15,52,16,1000,0,4,2,8,16,79,1920,1080,238.0,Premium,100990
Asus VivoBook K15 OLED K513EA-L503WS Laptop,3,11,16,256,1000,4,121,4,8,66,1920,1080,84.0,High-End,67000
Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop,3,16,16,512,0,4,46,8,12,73,1920,1080,138.0,High-End,89990
Lenovo IdeaPad Slim 5 82SF004XIN Laptop,14,18,16,512,0,4,134,10,12,67,1920,1080,135.60000000000002,High-End,82990
Lenovo V15 G2 82KDA00UIH Laptop,14,93,4,512,0,1,95,4,8,53,1920,1080,125.2,Mid-Range,33250
Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop,14,11,8,512,0,4,121,4,8,56,1920,1080,128.0,Mid-Range,53490
Lenovo ThinkBook 14 20VDA0THIH Laptop,14,11,8,512,0,4,134,4,8,62,1920,1080,130.4,High-End,77500
Asus Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,3,47,16,512,0,4,96,6,12,56,1920,1200,131.20000000000002,High-End,68200
Lenovo Legion 5 15ACH6 82JU018YIN Gaming Laptop,14,109,16,512,0,4,69,8,16,75,1920,1080,138.8,Premium,117900
Asus EeeBook E410KA-BV101WS Laptop,3,88,8,256,0,4,123,4,4,48,1366,768,73.60000000000001,Budget,28990
Lenovo V14-IGL Laptop,14,73,4,0,1000,4,123,2,2,48,1920,1080,20.800000000000004,Budget,22999
Acer Nitro 5 AN515-45 Gaming Laptop,1,41,8,512,0,4,38,6,12,69,1920,1080,133.20000000000002,Mid-Range,59990
HP 14s-dy2508TU Laptop,9,10,8,512,0,4,123,2,4,54,1920,1080,127.20000000000002,Mid-Range,39990
Asus VivoBook Ultra K14 K413EA-EB523WS Laptop,3,11,16,512,0,4,121,4,8,61,1920,1080,133.20000000000002,High-End,60990
Xiaomi Notebook Pro 120G Laptop,21,16,16,512,0,4,25,8,12,73,2560,1600,138.0,High-End,76490
Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop,3,16,16,512,0,4,51,8,12,69,1920,1080,136.4,High-End,92772
Dell Inspiron 7420 D560828WIN9S Laptop,6,16,16,512,0,4,134,10,12,56,1920,1200,131.20000000000002,High-End,80490
HP Spectre x360 13-ef0057TU Laptop,9,16,16,512,0,4,129,10,12,69,1920,1280,136.4,Premium,108990
Dell G15-5521 SE D560738WIN9B Laptop,6,18,16,1000,0,4,69,14,20,85,2560,1440,240.4,Premium,137490
Gigabyte Aorus 15 XE5 Gaming Laptop,8,18,16,1000,0,4,88,14,20,82,2560,1440,239.2,Premium,184900
HP Spectre x360 16-f1009TX Laptop,9,18,16,1000,0,4,36,12,16,74,3840,2400,236.0,Premium,176990
Asus ROG Strix G17 G713RM-KH168W Gaming Laptop,3,55,16,1000,0,4,69,8,16,67,1920,1080,233.2,Premium,129990
HP Spectre x360 13-ef0052TU OLED Laptop,9,16,8,512,0,4,134,10,12,67,3000,2000,132.4,Premium,110480
Gigabyte Aorus 15 XE4 Gaming Laptop,8,18,16,1000,0,4,88,14,20,82,2560,1440,239.2,Premium,179990
Asus ROG Strix Scar 17 SE G733CX-LL013WS Gaming Laptop,3,20,32,2000,0,4,10,16,24,86,2560,1440,447.2,Premium,359990
HP 255 G8 R3 Laptop,9,32,8,0,1000,4,148,4,0,44,1920,1080,20.8,Mid-Range,36600
HP Victus 15-fb0053AX Gaming Laptop,9,116,16,512,0,4,46,8,16,71,1920,1080,137.20000000000002,High-End,83099
Acer Nitro AN515-57 Gaming Laptop,1,12,16,512,0,4,49,8,16,73,1920,1080,138.0,High-End,82990
Acer Nitro 5 AN515-58 Gaming Laptop,1,16,16,512,0,4,46,8,16,72,1920,1080,137.60000000000002,High-End,76109
Acer Nitro 5 AN515-58 Gaming Laptop,1,16,16,512,0,4,46,8,16,72,1920,1080,137.60000000000002,High-End,82990
Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop,1,78,16,512,0,4,38,6,12,67,1920,1080,135.60000000000002,High-End,62990
Asus Vivobook 15 2022 X1502ZA-EZ511WS Laptop,3,16,16,512,0,4,132,12,16,66,1920,1080,135.20000000000002,High-End,64980
Asus ROG Zephyrus G15 2022 GA503RM-HQ030WS Gaming Laptop,3,62,16,1000,0,4,69,8,16,84,2560,1440,240.0,Premium,161990
Asus Zenbook Flip 14 OLED UP5401ZA-KN711WS Laptop,3,18,16,1000,0,4,121,14,20,78,2880,1800,237.6,Premium,146490
Asus ProArt StudioBook Pro 16 H7600ZM-L901WS Laptop,3,20,16,1000,0,4,69,14,20,87,3840,2400,241.2,Premium,217490
Asus ROG Zephyrus G15 GA503RM-LN095WS Gaming Laptop,3,62,16,1000,0,4,69,8,16,82,2560,1440,239.2,Premium,164990
Asus ProArt StudioBook Pro 16 H7600ZW-L711WS Laptop,3,18,32,1000,0,4,87,14,20,91,3840,2400,249.2,Premium,238121
MSI Stealth GS77 12UGS Gaming Laptop,15,18,32,2000,0,4,88,14,20,93,2560,1440,450.0,Premium,308990
Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W Laptop,3,20,32,1000,0,4,86,14,20,94,3840,2400,250.4,Premium,249990
Gigabyte Aorus 5 KE4 Gaming Laptop,8,18,16,1000,0,4,69,14,20,80,1920,1080,238.4,Premium,185000
Dell Latitude 3420 Laptop,6,10,4,256,0,3,140,2,4,51,1366,768,73.2,Mid-Range,73740
Dell Latitude 3420 Laptop,6,10,4,256,0,3,140,2,4,51,1366,768,73.2,Mid-Range,76900
Dell Latitude 3420 Laptop,6,10,4,256,0,3,140,2,4,51,1366,768,73.2,Mid-Range,69500
Dell Latitude 3420 Laptop,6,10,4,256,0,3,140,2,4,51,1366,768,73.2,Mid-Range,75800
Dell Latitude 3420 Laptop,6,10,4,256,0,3,140,2,4,51,1366,768,73.2,Mid-Range,34800
Dell Latitude 3420 Laptop,6,10,4,256,0,3,140,2,4,51,1366,768,73.2,Mid-Range,41500
Dell Latitude 3420 Laptop,6,10,4,256,0,3,140,2,4,51,1366,768,73.2,Mid-Range,42000
Dell Latitude 3420 Laptop,6,10,4,256,1000,3,140,2,4,55,1366,768,74.80000000000001,Mid-Range,73740
Dell Latitude 3420 Laptop,6,10,4,256,1000,3,140,2,4,55,1366,768,74.80000000000001,Mid-Range,76900
Dell Latitude 3420 Laptop,6,10,4,256,1000,3,140,2,4,55,1366,768,74.80000000000001,Mid-Range,69500
Dell Latitude 3420 Laptop,6,10,4,256,1000,3,140,2,4,55,1366,768,74.80000000000001,Mid-Range,75800
Dell Latitude 3420 Laptop,6,10,4,256,1000,3,140,2,4,55,1366,768,74.80000000000001,Mid-Range,34800
Dell Latitude 3420 Laptop,6,10,4,256,1000,3,140,2,4,55,1366,768,74.80000000000001,Mid-Range,41500
Dell Latitude 3420 Laptop,6,10,4,256,1000,3,140,2,4,55,1366,768,74.80000000000001,Mid-Range,42000
HP 250 G8 64Q91PA Laptop,9,11,8,0,1000,4,113,4,8,50,1366,768,23.2,High-End,64000
Dell Latitude 3420 Laptop,6,10,4,512,0,3,140,2,4,53,1366,768,125.2,Mid-Range,73740
Dell Latitude 3420 Laptop,6,10,4,512,0,3,140,2,4,53,1366,768,125.2,Mid-Range,76900
Dell Latitude 3420 Laptop,6,10,4,512,0,3,140,2,4,53,1366,768,125.2,Mid-Range,69500
Dell Latitude 3420 Laptop,6,10,4,512,0,3,140,2,4,53,1366,768,125.2,Mid-Range,75800
Dell Latitude 3420 Laptop,6,10,4,512,0,3,140,2,4,53,1366,768,125.2,Mid-Range,34800
Dell Latitude 3420 Laptop,6,10,4,512,0,3,140,2,4,53,1366,768,125.2,Mid-Range,41500
Dell Latitude 3420 Laptop,6,10,4,512,0,3,140,2,4,53,1366,768,125.2,Mid-Range,42000
Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN Laptop,14,59,8,512,0,4,46,8,16,72,1920,1080,134.4,High-End,73590
Acer Aspire 3 A314-35 UN.K0SSI.033 Laptop,1,5,8,256,0,4,126,4,4,48,1366,768,73.60000000000001,Budget,24990
Asus VivoBook 15 X515JA-EJ552WS Laptop,3,8,8,512,0,4,123,4,8,59,1920,1080,129.20000000000002,Mid-Range,50000
MSI Vector GP66 12UGSO-623IN Gaming Laptop,15,18,16,1000,0,4,88,14,20,87,2560,1440,241.2,Premium,212990
Acer Aspire 3 A314-35 UN.K0SSI.030 Laptop,1,5,4,256,0,4,126,4,4,47,1366,768,71.60000000000001,Budget,22990
MSI Vector GP66 GP76-12UGSO Gaming Laptop,15,18,16,1000,0,4,88,14,20,86,1920,1080,240.8,Premium,205000
Asus ZenBook Pro Duo 14 OLED UX8402ZA-LM711WS Laptop,3,18,16,1000,0,4,121,14,20,76,2880,1800,236.8,Premium,149990
Asus ZenBook Pro Duo 14 OLED UX8402ZE-LM921WS Laptop,3,20,32,1000,0,4,49,14,20,85,2880,1800,246.8,Premium,179990
Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZA-M501WS Laptop,3,16,16,512,0,4,121,12,16,67,2880,1800,135.60000000000002,Premium,118299
Dell Inspiron 3525 D560831WIN9SE Laptop,6,34,8,256,0,4,93,2,4,59,1920,1080,78.0,Mid-Range,36680
Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming Laptop,3,55,16,1000,0,4,69,8,16,81,1920,1080,238.8,Premium,115990
Dell Alienware x15 R2 D569941WIN9 Gaming Laptop,6,18,32,1000,0,4,84,8,20,86,1920,1080,247.2,Premium,280490
HP Victus 15-fa0353TX Laptop,9,18,16,512,0,4,46,10,16,63,1920,1080,134.0,High-End,90990
HP Spectre x360 13-ef0054TU Laptop,9,18,16,1000,0,4,134,14,20,75,3000,2000,236.4,Premium,150480
Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN Laptop,14,16,16,512,0,4,46,8,12,74,1920,1080,138.4,High-End,89990
Lenovo IdeaPad Gaming 3 82K201YCIN Laptop,14,47,8,512,0,4,38,6,12,71,1920,1080,134.0,High-End,66489
Asus VivoBook 14 X415EA-EK322WS Notebook,3,10,8,512,0,4,118,2,4,57,1920,1080,128.4,Mid-Range,38490
Acer Aspire 3 A315-23 UN.HVTSI.015 Laptop,1,37,8,512,0,4,93,4,8,56,1920,1080,128.0,Mid-Range,38994
Acer Aspire 3 A315-23 UN.HVTSI.010 Laptop,1,34,8,512,0,4,93,2,4,56,1920,1080,128.0,Mid-Range,34490
Asus ROG Strix G15 2022 G513RW-HQ149WS Gaming Laptop,3,63,16,1000,0,4,87,8,16,82,2560,1440,239.2,Premium,174990
Asus ROG Strix G15 2022 G513RS-HQ024WS Gaming Laptop,3,63,16,1000,0,4,89,8,16,82,2560,1440,239.2,Premium,186000
Dell Inspiron 5410 ICC-C782512WIN8 Laptop,6,11,8,512,0,4,121,4,8,69,1920,1080,133.20000000000002,High-End,65600
Lenovo IdeaPad Slim 3 82RK00EDIN Laptop,14,16,8,512,0,4,155,10,12,55,1920,1080,127.6,High-End,62390
Acer Aspire 3 A315-58 Laptop,1,11,16,512,0,4,132,4,8,55,1920,1080,130.8,Mid-Range,43490
Acer Aspire 3 A315-58 Laptop,1,11,16,512,0,4,132,4,8,55,1920,1080,130.8,Mid-Range,49312
Acer Aspire 3 A315-58 Laptop,1,11,16,512,0,4,132,4,8,55,1920,1080,130.8,Mid-Range,53990
Acer Aspire 3 A315-58 Laptop,1,11,16,512,0,4,132,4,8,55,1920,1080,130.8,Mid-Range,32800
Acer Aspire 3 A315-58 Laptop,1,11,16,512,0,4,132,4,8,55,1920,1080,130.8,Mid-Range,62999
Acer Nitro 5 AN515-58 Laptop,1,18,16,1000,0,4,69,14,20,79,2560,1440,238.0,Premium,124990
LG Gram 14 14Z90Q-G.AJ56A2 Laptop,13,16,8,512,0,4,134,12,16,68,1200,1920,132.8,High-End,91490
Dell Alienware X17 R2 D569943WIN9 Gaming Laptop,6,18,32,1000,0,4,84,14,20,92,1920,1080,249.6,Premium,300490
Asus TUF Gaming A17 FA706IHR-HX031W Gaming Laptop,3,39,8,512,0,4,38,6,12,71,1920,1080,134.0,High-End,70000
Asus ROG Strix G15 2022 G513RW-HQ137WS Gaming Laptop,3,63,16,1000,0,4,87,8,16,84,2560,1440,240.0,Premium,174990
Lenovo Thinkbook 14 Gen 2 20VD011CIH Laptop,14,11,8,512,0,4,134,4,8,51,1920,1080,126.0,High-End,70900
Asus ROG Strix G15 G513RM-HF328WS Gaming Laptop,3,113,16,1000,0,4,69,8,16,80,1920,1080,238.4,Premium,137990
HP Victus 15-fa0351TX Laptop,9,18,8,512,0,4,46,10,16,61,1920,1080,130.0,High-End,88570
HP 15s-eq1561AU Laptop,9,34,8,256,0,4,99,2,4,55,1366,768,76.4,Budget,29997
Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop,3,18,16,512,0,4,76,14,20,85,2560,1600,142.8,Premium,174990
Asus TUF Gaming F15 FX506HC-HN119W Gaming Laptop,3,11,8,1000,0,4,46,6,12,66,1920,1080,229.6,High-End,85990
Asus ROG Strix G15 G513QR-HF302WS Gaming Laptop,3,109,16,1000,0,4,86,8,16,81,1920,1080,238.8,Premium,146990
HP Pavilion x360 14-dy0212TU Laptop,9,10,8,256,0,4,122,4,8,54,1366,768,76.0,Mid-Range,46999
Lenovo IdeaPad Slim 3 81X800LAIN Laptop,14,10,8,512,0,4,126,2,4,45,1920,1080,123.6,Mid-Range,39650
Lenovo Thinkpad P15s 20W7S1H800 Laptop,14,12,32,1000,0,4,30,4,8,76,1920,1080,243.2,Premium,168500
HP 14s-dq3037tu Laptop,9,76,8,256,0,4,126,2,0,45,1366,768,72.4,Budget,25521
HP Pavilion x360 14-ek0088TU Laptop,9,18,16,512,0,4,134,10,12,62,1920,1080,133.60000000000002,High-End,89990
Asus Vivobook S14 Flip 2022 TN3402QA-LZ511WS Laptop,3,47,16,512,0,4,96,6,12,63,1920,1200,134.0,High-End,72990
Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming Laptop,1,46,16,512,0,4,38,6,12,68,1920,1080,136.0,Mid-Range,56990
Acer Aspire 3 A314-22 NX.HVVSI.007 Laptop,1,27,4,0,1000,4,93,2,2,48,1366,768,20.800000000000004,Budget,22449
Dell Inspiron 3525 Laptop,6,34,8,256,1000,4,100,2,4,60,1920,1080,78.4,Mid-Range,33000
Dell Inspiron 3525 Laptop,6,34,8,256,1000,4,100,2,4,60,1920,1080,78.4,Mid-Range,40663
Dell Inspiron 3525 Laptop,6,34,8,256,1000,4,100,2,4,60,1920,1080,78.4,Mid-Range,47990
Dell Inspiron 3525 Laptop,6,34,8,256,1000,4,100,2,4,60,1920,1080,78.4,Mid-Range,58750
Lenovo ThinkPad T14  20W0S1HW00 Laptop,14,12,16,512,0,4,22,4,8,67,1920,1080,135.60000000000002,Premium,153970
Lenovo Ideapad Gaming 3 82K201UMIN Laptop,14,109,16,512,0,4,46,8,16,67,1920,1080,135.60000000000002,High-End,79990
Dell Vostro 5625 laptop,6,60,16,512,0,4,91,8,16,61,1920,1200,133.20000000000002,High-End,57990
Dell Vostro 5625 laptop,6,60,16,512,0,4,91,8,16,61,1920,1200,133.20000000000002,High-End,62490
Dell Vostro 5625 laptop,6,60,16,512,0,4,91,8,16,61,1920,1200,133.20000000000002,High-End,70990
Asus Vivobook Pro 15 M3500QC-L901WS Gaming Laptop,3,117,16,1000,0,4,53,8,16,59,1920,1080,230.0,High-End,90990
Lenovo IdeaPad 3 82RK0064IN Laptop,14,16,8,512,0,4,140,10,12,60,1920,1080,129.60000000000002,Mid-Range,58099
Lenovo IdeaPad Gaming 3 82K101A4IN Laptop,14,11,8,512,0,4,38,4,8,60,1920,1080,129.60000000000002,High-End,63990
Fujitsu UH-X FPC01319LK Laptop,7,11,16,512,0,4,134,4,8,73,1920,1080,138.0,High-End,82994
Fujitsu UH-X FPC02568LK Laptop,7,11,16,512,0,4,134,4,8,65,1920,1080,134.8,High-End,73494
Fujitsu CH FPC02548LK Laptop,7,11,16,512,0,4,134,4,8,62,1920,1080,133.60000000000002,Mid-Range,54490
Fujitsu UH-X FPC02569LK Laptop,7,12,16,512,0,4,134,4,8,66,1920,1080,135.20000000000002,High-End,82994
Dell Alienware M15 ICC-C780002WIN8 Laptop,6,2,16,512,0,4,51,8,16,67,1920,1080,135.60000000000002,Premium,131699
Lenovo IdeaPad Gaming 3 82K1019AIN Laptop,14,11,8,256,1000,4,46,4,8,72,1920,1080,83.2,High-End,64990
HP Spectre X360 16-f1003TU Laptop,9,18,16,512,0,4,129,14,20,76,3072,1920,139.20000000000002,Premium,138999
HP Pavilion 14-eh0021TU Laptop,9,16,16,512,0,4,134,12,16,66,2240,1400,135.20000000000002,High-End,74990
HP Victus 15-fa0073TX Laptop,9,18,8,512,0,4,46,10,16,61,1920,1080,130.0,High-End,85990
HP Pavilion 14-eh0025TU Laptop,9,16,16,512,0,4,134,12,16,65,2240,1400,134.8,High-End,73500
Lenovo Yoga 7 Flip 82QE009SIN Laptop,14,18,16,512,0,4,134,12,16,71,2880,1800,137.20000000000002,Premium,112990
Lenovo IdeaPad Gaming 3 15ACH6 82K201UXIN Laptop,14,109,16,512,0,4,69,8,16,76,1920,1080,139.20000000000002,Premium,109990
Acer Aspire 5 NX.K6SSI.002 Laptop,1,15,8,512,0,4,138,6,8,49,1920,1080,125.20000000000002,Mid-Range,40990
Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,3,11,16,512,0,4,46,6,12,73,1920,1080,138.0,High-End,76990
Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop,1,16,16,512,0,4,38,12,16,65,1920,1080,134.8,High-End,61990
Dell Vostro 3525 Laptop,6,65,8,512,0,4,100,8,16,67,1920,1080,132.4,Mid-Range,55530
Dell Vostro 3525 Laptop,6,65,8,512,0,4,100,8,16,67,1920,1080,132.4,Mid-Range,51499
Dell Vostro 3525 Laptop,6,65,8,512,0,4,100,8,16,67,1920,1080,132.4,Mid-Range,57990
LG Gram 16Z90Q-G.AJ54A2 Laptop,13,16,8,512,0,4,134,12,16,67,1600,2560,132.4,High-End,96490
Dell Vostro 3425 Laptop,6,43,8,512,0,4,96,6,12,67,1920,1080,132.4,Mid-Range,52499
Asus TUF Gaming F15 FX506LHB-HN357W Gaming Laptop,3,8,8,1000,0,4,43,4,8,61,1920,1080,227.6,High-End,67461
Asus ROG Flow X13 GV301RC-LJ022WS Gaming Laptop,3,57,16,1000,0,4,93,8,16,75,1920,1200,236.4,Premium,144990
Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop,3,62,32,1000,0,4,82,8,16,87,2560,1600,247.6,Premium,199990
Asus ROG Flow X13 GV301RE-LJ199WS Gaming Laptop,3,57,32,1000,0,4,49,8,16,82,1920,1200,245.6,Premium,164104
Asus ROG Flow X13 GV301RE-LI201WS Gaming Laptop,3,57,32,1000,0,4,49,8,16,84,3840,2400,246.4,Premium,175990
Asus ROG Zephyrus G15 2022 GA503RM-LN143WS Gaming Laptop,3,56,16,1000,0,4,69,8,16,84,2560,1440,240.0,Premium,144990
Asus ROG Zephyrus G15 2022 GA503RM-HQ142WS Gaming Laptop,3,56,16,1000,0,4,69,8,16,84,2560,1440,240.0,Premium,156990
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop,3,0,32,2000,0,4,10,8,16,93,3840,2400,450.0,Premium,396990
Asus ROG Zephyrus G15 2022 GA503RS-HQ027WS Gaming Laptop,3,62,16,1000,0,4,89,8,16,84,2560,1440,240.0,Premium,199086
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LS228WS Gaming Laptop,3,0,32,2000,0,4,10,8,16,91,1920,1200,449.2,Premium,361990
Asus ROG Zephyrus G14 GA402RJ-L8182WS Gaming Laptop,3,56,16,1000,0,4,81,8,16,80,2560,1600,238.4,Premium,159399
Asus ROG Zephyrus G15 2022 GA503RM-HQ111WS Gaming Laptop,3,56,16,1000,0,4,69,8,16,84,2560,1440,240.0,Premium,148990
Asus ROG Flow X16 2022 GV601RE-M6012WS Gaming Laptop,3,114,16,1000,0,4,49,8,16,82,2560,1600,239.2,Premium,151990
Asus ROG Zephyrus Duo 16 GX650RMZ-LS019WS Gaming Laptop,3,1,32,2000,0,4,69,8,16,86,1920,1200,447.2,Premium,224990
Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop,3,62,16,1000,0,4,86,8,16,86,2560,1440,240.8,Premium,189990
Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming Laptop,3,114,16,1000,0,4,69,8,16,82,2560,1600,239.2,Premium,171990
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,3,0,32,2000,0,4,10,8,16,91,2560,1600,449.2,Premium,391990
Asus ROG Flow X13 GV301RA-LJ031WS Gaming Laptop,3,57,16,1000,0,4,93,8,16,73,1920,1200,235.6,Premium,111399
Asus ROG Zephyrus G15 GA503RW-LN066WS Gaming Laptop,3,62,16,1000,0,4,88,8,16,86,2560,1440,240.8,Premium,188000
HP Pavilion x360 14-ek0092TU Laptop,9,18,16,512,0,4,134,10,12,61,1920,1080,133.20000000000002,High-End,89990
Dell Inspiron 7620 Laptop,6,16,8,512,0,4,134,10,12,59,1920,1200,129.20000000000002,High-End,94500
Dell Inspiron 7620 Laptop,6,16,8,512,0,4,134,10,12,59,1920,1200,129.20000000000002,High-End,126990
Dell Inspiron 7620 Laptop,6,16,8,512,0,4,134,10,12,59,1920,1200,129.20000000000002,High-End,87500
HP Pavilion x360 14-ek0078TU Laptop,9,16,16,512,0,4,134,10,12,60,1920,1080,132.8,High-End,71990
Asus Zenbook Flip 14 OLED UP5401ZA-KN701WS Laptop,3,18,16,512,0,4,121,14,20,75,2880,1800,138.8,Premium,134990
Asus Vivobook Flip 14 TP3402ZA-LZ511WS Laptop,3,16,16,512,0,4,122,12,16,71,1920,1200,137.20000000000002,High-End,76990
HP 15s-fq2672TU Laptop,9,10,8,512,0,4,123,2,4,61,1920,1080,130.0,Mid-Range,43500
Asus Vivobook Flip 14 TP3402ZA-LZ501WS Laptop,3,16,8,512,0,4,121,12,16,62,1920,1200,130.4,High-End,94500
HP 15s-fq2674TU Laptop,9,10,8,512,0,4,123,2,4,57,1920,1080,128.4,Mid-Range,43990
Asus TUF Gaming A17 FA706IC-HX036W Laptop,3,107,8,512,0,4,53,8,16,68,1920,1080,132.8,High-End,67990
Lenovo Legion 5 Pro 82JD005LIN Gaming Laptop,14,12,32,1000,0,4,86,8,16,75,2560,1440,242.8,Premium,179790
Asus VivoBook Ultra 14,3,24,8,512,0,4,123,2,4,55,1920,1080,127.6,Mid-Range,41790
MSI GF75 Thin 10SC-611IN Laptop,15,8,8,256,1000,4,59,6,12,66,1920,1080,80.80000000000001,Mid-Range,58900
Dell Inspiron 3511 D560803WIN9B Laptop,6,11,8,256,1000,4,123,4,8,56,1920,1080,76.80000000000001,High-End,62500
Asus VivoBook 14 X415JA-EB521WS Laptop,3,8,8,512,0,4,140,4,8,55,1920,1080,127.6,Mid-Range,42990
Lenovo IdeaPad Gaming 3 82K101EEIN Laptop,14,11,8,512,0,4,46,4,8,63,1920,1080,130.8,High-End,64990
Lenovo ThinkBook 15 20VEA0YNIH Laptop,14,11,8,512,0,4,121,4,8,63,1920,1080,130.8,Mid-Range,55990
Dell Latitude 5420 Business Laptop,6,10,8,512,0,4,140,4,8,51,1920,1080,126.0,High-End,68500
Lenovo Thinkbook 14 20VDA0KNIH Laptop,14,11,8,512,0,4,115,4,8,53,1920,1080,126.8,High-End,71999
MSI Alpha 15 B5EEK-029IN Laptop,15,100,16,512,0,4,83,6,12,68,1920,1080,136.0,High-End,85290
HP Victus 15-fb0051AX Gaming Laptop,9,105,8,512,0,4,49,6,12,74,1920,1080,135.20000000000002,High-End,74990
HP Pavilion 14s- fy1003AU Laptop,9,98,16,512,0,4,96,6,12,61,1920,1080,133.20000000000002,Mid-Range,50499
Asus VivoBook Ultra X415JA-EB531WS Laptop,3,8,16,512,0,4,118,4,8,61,1920,1080,133.20000000000002,Mid-Range,47990
Dell Vostro 3420 D552299WIN9BE Laptop,6,10,8,256,0,4,140,2,4,47,1366,768,73.2,Mid-Range,42300
Dell XPS 15 9520 Laptop,6,19,16,512,0,4,58,14,20,85,3840,2160,142.8,Premium,255000
Dell XPS 15 9520 Laptop,6,19,16,512,0,4,58,14,20,85,3840,2160,142.8,Premium,245000
HP Pavilion 14s-fy1005AU Laptop,9,108,16,512,0,4,96,8,16,62,1920,1080,133.60000000000002,Mid-Range,57990
Asus TUF Gaming A17 FA706IC-HX055W Laptop,3,107,8,1000,0,4,46,8,16,74,1920,1080,232.8,High-End,86990
Dell Vostro 5620 Laptop,6,16,16,512,0,4,132,12,16,60,1920,1080,132.8,High-End,76990
Dell Vostro 5620 Laptop,6,16,16,512,0,4,132,12,16,60,1920,1080,132.8,High-End,69800
Lenovo Yoga 6 82UD0088IN 2-in-1 Laptop,14,108,16,512,0,4,91,8,16,62,1920,1080,133.60000000000002,High-End,84500
Dell Vostro 5620 Laptop,6,16,8,512,0,4,132,12,16,57,1920,1080,128.4,High-End,76990
Dell Vostro 5620 Laptop,6,16,8,512,0,4,132,12,16,57,1920,1080,128.4,High-End,69800
